OID_,Value,Count,EPA_L3_R,LC16_BPS_200,US_L3CODE,L3_KEY,BPS_MODEL,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR
201,201,40,80,11,2,2  Puget Lowland,NA,Open Water,NA,NA,NA,0.000000000000000
202,202,898,80,724,2,2  Puget Lowland,10370_1_2_7,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,336,105,NA,80.000000000000000
203,203,80,80,750,2,2  Puget Lowland,11560_1_2_7,North Pacific Lowland Riparian Forest and Shrubland,749,NA,NA,749.000000000000000
204,204,3,80,723,2,2  Puget Lowland,10360_1_2,North Pacific Hypermaritime Sitka Spruce Forest,657,NA,NA,657.000000000000000
205,205,29,80,726,2,2  Puget Lowland,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,404,NA,NA,404.000000000000000
206,206,16,80,759,2,2  Puget Lowland,11780_1_2_7,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,NA,NA,NA,0.000000000000000
207,207,2,86,757,2,2  Puget Lowland,11730_1_7,North Pacific Wooded Volcanic Flowage,497,NA,NA,497.000000000000000
208,208,1,80,720,2,2  Puget Lowland,10080_1_2_3_7,North Pacific Oak Woodland,293,37,14,10.000000000000000
209,209,398,79,11,2,2  Puget Lowland,NA,Open Water,NA,NA,NA,0.000000000000000
210,210,7112,79,724,2,2  Puget Lowland,10370_1_2_7,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,336,105,NA,80.000000000000000
211,211,9393,79,750,2,2  Puget Lowland,11560_1_2_7,North Pacific Lowland Riparian Forest and Shrubland,749,NA,NA,749.000000000000000
212,212,1716,79,723,2,2  Puget Lowland,10360_1_2,North Pacific Hypermaritime Sitka Spruce Forest,657,NA,NA,657.000000000000000
213,213,1522,79,726,2,2  Puget Lowland,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,404,NA,NA,404.000000000000000
214,214,2001,79,759,2,2  Puget Lowland,11780_1_2_7,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,NA,NA,NA,0.000000000000000
215,215,34,79,31,2,2  Puget Lowland,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
216,216,88,83,738,2,2  Puget Lowland,10680_1_7,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,NA,NA,NA,0.000000000000000
217,217,13,79,720,2,2  Puget Lowland,10080_1_2_3_7,North Pacific Oak Woodland,293,37,14,10.000000000000000
218,218,21,83,741,2,2  Puget Lowland,10840_1,North Pacific Montane Shrubland,10975,NA,NA,10975.000000000000000
219,219,27,83,736,2,2  Puget Lowland,10630_1,North Pacific Broadleaf Landslide Forest and Shrubland,457,915,NA,304.000000000000000
220,220,4,83,721,2,2  Puget Lowland,10180_1_7,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,253,129,276,65.000000000000000
221,221,676,78,750,2,2  Puget Lowland,11560_1_2_7,North Pacific Lowland Riparian Forest and Shrubland,749,NA,NA,749.000000000000000
222,222,1291,78,724,2,2  Puget Lowland,10370_1_2_7,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,336,105,NA,80.000000000000000
223,223,65,78,11,2,2  Puget Lowland,NA,Open Water,NA,NA,NA,0.000000000000000
224,224,1648,78,726,2,2  Puget Lowland,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,404,NA,NA,404.000000000000000
225,225,263829,1008,746,77,77  North Cascades,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,59,NA,NA,59.000000000000000
226,226,5999,1008,722,77,77  North Cascades,10350_1_2_7,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland,367,70,90,35.000000000000000
227,227,238,1008,748,77,77  North Cascades,11380_1,North Pacific Montane Grassland,771,NA,NA,771.000000000000000
228,228,17452,1008,755,77,77  North Cascades,11670_1_7_9,Rocky Mountain Poor-Site Lodgepole Pine Forest,111,113,NA,56.000000000000000
229,229,105,78,720,2,2  Puget Lowland,10080_1_2_3_7,North Pacific Oak Woodland,293,37,14,10.000000000000000
230,230,464,78,723,2,2  Puget Lowland,10360_1_2,North Pacific Hypermaritime Sitka Spruce Forest,657,NA,NA,657.000000000000000
231,231,334,78,759,2,2  Puget Lowland,11780_1_2_7,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,NA,NA,NA,0.000000000000000
232,232,5,78,31,2,2  Puget Lowland,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
233,233,262,77,11,2,2  Puget Lowland,NA,Open Water,NA,NA,NA,0.000000000000000
234,234,14412,77,724,2,2  Puget Lowland,10370_1_2_7,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,336,105,NA,80.000000000000000
235,235,2280,77,723,2,2  Puget Lowland,10360_1_2,North Pacific Hypermaritime Sitka Spruce Forest,657,NA,NA,657.000000000000000
236,236,1381,77,726,2,2  Puget Lowland,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,404,NA,NA,404.000000000000000
237,237,444,77,721,2,2  Puget Lowland,10180_1_7,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,253,129,276,65.000000000000000
238,238,3796,77,759,2,2  Puget Lowland,11780_1_2_7,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,NA,NA,NA,0.000000000000000
239,239,926,77,750,2,2  Puget Lowland,11560_1_2_7,North Pacific Lowland Riparian Forest and Shrubland,749,NA,NA,749.000000000000000
240,240,626,76,11,2,2  Puget Lowland,NA,Open Water,NA,NA,NA,0.000000000000000
241,241,10312,76,724,2,2  Puget Lowland,10370_1_2_7,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,336,105,NA,80.000000000000000
242,242,780,76,750,2,2  Puget Lowland,11560_1_2_7,North Pacific Lowland Riparian Forest and Shrubland,749,NA,NA,749.000000000000000
243,243,334,76,31,2,2  Puget Lowland,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
244,244,3922,75,723,2,2  Puget Lowland,10360_1_2,North Pacific Hypermaritime Sitka Spruce Forest,657,NA,NA,657.000000000000000
245,245,1429,75,11,2,2  Puget Lowland,NA,Open Water,NA,NA,NA,0.000000000000000
246,246,50892,75,724,2,2  Puget Lowland,10370_1_2_7,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,336,105,NA,80.000000000000000
247,247,2283,76,723,2,2  Puget Lowland,10360_1_2,North Pacific Hypermaritime Sitka Spruce Forest,657,NA,NA,657.000000000000000
248,248,9072,75,726,2,2  Puget Lowland,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,404,NA,NA,404.000000000000000
249,249,12347,75,750,2,2  Puget Lowland,11560_1_2_7,North Pacific Lowland Riparian Forest and Shrubland,749,NA,NA,749.000000000000000
250,250,1647,76,726,2,2  Puget Lowland,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,404,NA,NA,404.000000000000000
251,251,26,76,721,2,2  Puget Lowland,10180_1_7,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,253,129,276,65.000000000000000
252,252,21,76,730,2,2  Puget Lowland,10450_1_7_8_9,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,184,107,32,22.000000000000000
253,253,3258,76,759,2,2  Puget Lowland,11780_1_2_7,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,NA,NA,NA,0.000000000000000
254,254,437,75,720,2,2  Puget Lowland,10080_1_2_3_7,North Pacific Oak Woodland,293,37,14,10.000000000000000
255,255,659,77,730,2,2  Puget Lowland,10450_1_7_8_9,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,184,107,32,22.000000000000000
256,256,33,77,31,2,2  Puget Lowland,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
257,257,4,83,730,2,2  Puget Lowland,10450_1_7_8_9,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,184,107,32,22.000000000000000
258,258,7781,75,759,2,2  Puget Lowland,11780_1_2_7,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,NA,NA,NA,0.000000000000000
259,259,22,74,11,2,2  Puget Lowland,NA,Open Water,NA,NA,NA,0.000000000000000
260,260,242,74,724,2,2  Puget Lowland,10370_1_2_7,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,336,105,NA,80.000000000000000
261,261,24,74,750,2,2  Puget Lowland,11560_1_2_7,North Pacific Lowland Riparian Forest and Shrubland,749,NA,NA,749.000000000000000
262,262,2,74,759,2,2  Puget Lowland,11780_1_2_7,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,NA,NA,NA,0.000000000000000
263,263,17,76,736,2,2  Puget Lowland,10630_1,North Pacific Broadleaf Landslide Forest and Shrubland,457,915,NA,304.000000000000000
264,264,107,75,31,2,2  Puget Lowland,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
265,265,5,77,736,2,2  Puget Lowland,10630_1,North Pacific Broadleaf Landslide Forest and Shrubland,457,915,NA,304.000000000000000
266,266,2590,102,741,2,2  Puget Lowland,10840_1,North Pacific Montane Shrubland,10975,NA,NA,10975.000000000000000
267,267,74,77,729,2,2  Puget Lowland,10420_1_7,North Pacific Mesic Western Hemlock-Silver Fir Forest,3606,1742,NA,1172.000000000000000
268,268,20,76,720,2,2  Puget Lowland,10080_1_2_3_7,North Pacific Oak Woodland,293,37,14,10.000000000000000
269,269,4,77,720,2,2  Puget Lowland,10080_1_2_3_7,North Pacific Oak Woodland,293,37,14,10.000000000000000
270,270,379,73,11,2,2  Puget Lowland,NA,Open Water,NA,NA,NA,0.000000000000000
271,271,3514,73,724,2,2  Puget Lowland,10370_1_2_7,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,336,105,NA,80.000000000000000
272,272,80,73,31,2,2  Puget Lowland,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
273,273,1139,73,723,2,2  Puget Lowland,10360_1_2,North Pacific Hypermaritime Sitka Spruce Forest,657,NA,NA,657.000000000000000
274,274,6933,73,726,2,2  Puget Lowland,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,404,NA,NA,404.000000000000000
275,275,308,73,720,2,2  Puget Lowland,10080_1_2_3_7,North Pacific Oak Woodland,293,37,14,10.000000000000000
276,276,4442,73,750,2,2  Puget Lowland,11560_1_2_7,North Pacific Lowland Riparian Forest and Shrubland,749,NA,NA,749.000000000000000
277,277,7,77,733,2,2  Puget Lowland,10550_1_8_9,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,232,248,NA,120.000000000000000
278,278,7053,73,759,2,2  Puget Lowland,11780_1_2_7,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,NA,NA,NA,0.000000000000000
279,279,2,75,729,2,2  Puget Lowland,10420_1_7,North Pacific Mesic Western Hemlock-Silver Fir Forest,3606,1742,NA,1172.000000000000000
280,280,950,72,723,2,2  Puget Lowland,10360_1_2,North Pacific Hypermaritime Sitka Spruce Forest,657,NA,NA,657.000000000000000
281,281,171,72,11,2,2  Puget Lowland,NA,Open Water,NA,NA,NA,0.000000000000000
282,282,6577,72,724,2,2  Puget Lowland,10370_1_2_7,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,336,105,NA,80.000000000000000
283,283,882,72,750,2,2  Puget Lowland,11560_1_2_7,North Pacific Lowland Riparian Forest and Shrubland,749,NA,NA,749.000000000000000
284,284,331,72,726,2,2  Puget Lowland,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,404,NA,NA,404.000000000000000
285,285,1178,72,759,2,2  Puget Lowland,11780_1_2_7,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,NA,NA,NA,0.000000000000000
286,286,16,72,31,2,2  Puget Lowland,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
287,287,35,72,720,2,2  Puget Lowland,10080_1_2_3_7,North Pacific Oak Woodland,293,37,14,10.000000000000000
288,288,1,72,729,2,2  Puget Lowland,10420_1_7,North Pacific Mesic Western Hemlock-Silver Fir Forest,3606,1742,NA,1172.000000000000000
289,289,39,73,721,2,2  Puget Lowland,10180_1_7,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,253,129,276,65.000000000000000
290,290,5,73,729,2,2  Puget Lowland,10420_1_7,North Pacific Mesic Western Hemlock-Silver Fir Forest,3606,1742,NA,1172.000000000000000
291,291,33092,18,758,1,1  Coast Range,11740_1_7,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,334,308,NA,160.000000000000000
292,292,8,73,736,2,2  Puget Lowland,10630_1,North Pacific Broadleaf Landslide Forest and Shrubland,457,915,NA,304.000000000000000
293,293,40,71,11,2,2  Puget Lowland,NA,Open Water,NA,NA,NA,0.000000000000000
294,294,306,71,723,2,2  Puget Lowland,10360_1_2,North Pacific Hypermaritime Sitka Spruce Forest,657,NA,NA,657.000000000000000
295,295,293,71,724,2,2  Puget Lowland,10370_1_2_7,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,336,105,NA,80.000000000000000
296,296,33,71,750,2,2  Puget Lowland,11560_1_2_7,North Pacific Lowland Riparian Forest and Shrubland,749,NA,NA,749.000000000000000
297,297,74,71,726,2,2  Puget Lowland,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,404,NA,NA,404.000000000000000
298,298,4,71,720,2,2  Puget Lowland,10080_1_2_3_7,North Pacific Oak Woodland,293,37,14,10.000000000000000
299,299,37,71,759,2,2  Puget Lowland,11780_1_2_7,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,NA,NA,NA,0.000000000000000
300,300,9,73,730,2,2  Puget Lowland,10450_1_7_8_9,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,184,107,32,22.000000000000000
301,301,1,75,730,2,2  Puget Lowland,10450_1_7_8_9,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,184,107,32,22.000000000000000
302,302,290954,1008,662,77,77  North Cascades,10450_1_7_8_9,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,184,107,32,22.000000000000000
303,303,73862,1008,664,77,77  North Cascades,10531_1_7_8_9,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Mesic,273,78,19,14.000000000000000
304,304,43431,1008,660,77,77  North Cascades,10010,Inter-Mountain Basins Sparsely Vegetated Systems,NA,NA,NA,0.000000000000000
305,305,13518,1008,747,77,77  North Cascades,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,31,NA,NA,31.000000000000000
306,306,295485,1008,732,77,77  North Cascades,10531_1_7_8_9,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Mesic,273,78,19,14.000000000000000
307,307,234292,1008,672,77,77  North Cascades,11230_1_7_8_9,Columbia Plateau Steppe and Grassland,39,NA,NA,39.000000000000000
308,308,71958,1008,675,77,77  North Cascades,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,31,NA,NA,31.000000000000000
309,309,8482,1008,683,77,77  North Cascades,11590_8_9,Rocky Mountain Montane Riparian Systems,99,100,NA,50.000000000000000
310,310,18341,1008,685,77,77  North Cascades,11650_1_7_8,Northern Rocky Mountain Foothill Conifer Wooded Steppe,124,397,126,54.000000000000000
311,311,42995,1008,674,77,77  North Cascades,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,59,NA,NA,59.000000000000000
312,312,31803,1008,669,77,77  North Cascades,10800_1_7_8_9,Inter-Mountain Basins Big Sagebrush Shrubland,101,NA,NA,101.000000000000000
313,313,120433,1008,668,77,77  North Cascades,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,253,NA,NA,253.000000000000000
314,314,41305,1008,682,77,77  North Cascades,11540_1_7_8_9,Inter-Mountain Basins Montane Riparian Systems,99,NA,NA,99.000000000000000
315,315,809,21,-9999,10,10  Columbia Plateau,NA,NoData,NA,NA,NA,0.000000000000000
316,316,694409,21,660,10,10  Columbia Plateau,10010,Inter-Mountain Basins Sparsely Vegetated Systems,NA,NA,NA,0.000000000000000
317,317,1369091,21,669,10,10  Columbia Plateau,10800_1_7_8_9,Inter-Mountain Basins Big Sagebrush Shrubland,101,NA,NA,101.000000000000000
318,318,2189825,21,675,10,10  Columbia Plateau,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,31,NA,NA,31.000000000000000
319,319,3154320,21,682,10,10  Columbia Plateau,11540_1_7_8_9,Inter-Mountain Basins Montane Riparian Systems,99,NA,NA,99.000000000000000
320,320,10875582,21,674,10,10  Columbia Plateau,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,59,NA,NA,59.000000000000000
321,321,3110462,21,668,10,10  Columbia Plateau,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,253,NA,NA,253.000000000000000
322,322,1692694,21,11,10,10  Columbia Plateau,NA,Open Water,NA,NA,NA,0.000000000000000
323,323,46779764,21,672,10,10  Columbia Plateau,11230_1_7_8_9,Columbia Plateau Steppe and Grassland,39,NA,NA,39.000000000000000
324,324,141233,21,31,10,10  Columbia Plateau,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
325,325,1541476,21,664,10,10  Columbia Plateau,10531_1_7_8_9,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Mesic,273,78,19,14.000000000000000
326,326,902887,21,662,10,10  Columbia Plateau,10450_1_7_8_9,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,184,107,32,22.000000000000000
327,327,2006,1008,671,77,77  North Cascades,11060_1_8_9,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,41,NA,NA,41.000000000000000
328,328,13021,18,721,1,1  Coast Range,10180_1_7,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,253,129,276,65.000000000000000
329,329,225702,18,727,1,1  Coast Range,10411_1_7,North Pacific Mountain Hemlock Forest-Wet,10910,5135,NA,3461.000000000000000
330,330,2531,18,730,1,1  Coast Range,10450_1_7_8_9,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,184,107,32,22.000000000000000
331,331,1490,18,720,1,1  Coast Range,10080_1_2_3_7,North Pacific Oak Woodland,293,37,14,10.000000000000000
332,332,260,102,738,2,2  Puget Lowland,10680_1_7,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,NA,NA,NA,0.000000000000000
333,333,2496,102,732,2,2  Puget Lowland,10531_1_7_8_9,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Mesic,273,78,19,14.000000000000000
334,334,11155,70,11,2,2  Puget Lowland,NA,Open Water,NA,NA,NA,0.000000000000000
335,335,1357,70,31,2,2  Puget Lowland,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
336,336,89329,70,723,2,2  Puget Lowland,10360_1_2,North Pacific Hypermaritime Sitka Spruce Forest,657,NA,NA,657.000000000000000
337,337,58445,70,750,2,2  Puget Lowland,11560_1_2_7,North Pacific Lowland Riparian Forest and Shrubland,749,NA,NA,749.000000000000000
338,338,327659,70,724,2,2  Puget Lowland,10370_1_2_7,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,336,105,NA,80.000000000000000
339,339,220,70,726,2,2  Puget Lowland,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,404,NA,NA,404.000000000000000
340,340,3,69,11,2,2  Puget Lowland,NA,Open Water,NA,NA,NA,0.000000000000000
341,341,3,69,726,2,2  Puget Lowland,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,404,NA,NA,404.000000000000000
342,342,23,69,723,2,2  Puget Lowland,10360_1_2,North Pacific Hypermaritime Sitka Spruce Forest,657,NA,NA,657.000000000000000
343,343,15,69,724,2,2  Puget Lowland,10370_1_2_7,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,336,105,NA,80.000000000000000
344,344,4,69,750,2,2  Puget Lowland,11560_1_2_7,North Pacific Lowland Riparian Forest and Shrubland,749,NA,NA,749.000000000000000
345,345,1924,70,720,2,2  Puget Lowland,10080_1_2_3_7,North Pacific Oak Woodland,293,37,14,10.000000000000000
346,346,784,70,736,2,2  Puget Lowland,10630_1,North Pacific Broadleaf Landslide Forest and Shrubland,457,915,NA,304.000000000000000
347,347,66,68,11,2,2  Puget Lowland,NA,Open Water,NA,NA,NA,0.000000000000000
348,348,444,68,723,2,2  Puget Lowland,10360_1_2,North Pacific Hypermaritime Sitka Spruce Forest,657,NA,NA,657.000000000000000
349,349,14,68,750,2,2  Puget Lowland,11560_1_2_7,North Pacific Lowland Riparian Forest and Shrubland,749,NA,NA,749.000000000000000
350,350,279,68,726,2,2  Puget Lowland,10390_1_2_3_7,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,404,NA,NA,404.000000000000000
351,351,8,68,31,2,2  Puget Lowland,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
352,352,32,70,759,2,2  Puget Lowland,11780_1_2_7,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,NA,NA,NA,0.000000000000000
353,353,2,68,759,2,2  Puget Lowland,11780_1_2_7,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,NA,NA,NA,0.000000000000000
354,354,4,68,720,2,2  Puget Lowland,10080_1_2_3_7,North Pacific Oak Woodland,293,37,14,10.000000000000000
355,355,1462165,21,671,10,10  Columbia Plateau,11060_1_8_9,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,41,NA,NA,41.000000000000000
