epa_value,bps_model,mfri_all,count
146,11670_21,204,632087
147,10110_20_29,100,10436
147,10110_21,110,189519
147,10110_22,163,26
147,10160_22,140,6
147,10450_21,38,1
147,10460_21,199,1072450
147,10480_29,29,240
147,10490_16_22,216,15
147,10490_19_20_21_23_28_29,385,13870
147,10500_22,169,2
147,10510_18_21,11,1
147,10510_29,11,548
147,10540_29,18,32659
147,10550_21_22,333,1817942
147,10550_29,113,1504082
147,10560_21_22,291,138997
147,10570_29,333,817
147,10610_20_29,54,75637
147,10620_10_19_21_29_31,69,1814
147,10700_21,566,6026
147,10802_21_22_28,98,3946
147,10860_29,106,3643
147,11060_20_21_29,79,112
147,11150_21_22,64,29
147,11170_29,15,615
147,11260_20_29_33,50,204221
147,11260_21,50,255695
147,11260_22,86,4362
147,11390_21,32,16
147,11390_29,35,557
147,11400_21,206,9125
147,11400_29,79,61389
147,11410_29_30,13,2286
147,11440_21_22,515,17330
147,11450_21,40,21791
147,11490_29,21,9
147,11590_21,180,3089
147,11590_22,61,748
147,11590_29,54,51853
147,11600_20_29,151,119898
147,11600_21,299,83692
147,11610_21,401,16499
147,11620_29_30,51,800
147,11660_21,40,209478
147,11660_22,32,14
147,11660_29,18,98731
147,11670_21,204,20794
147,11791_29_30,18,831
147,11792_29_30,15,249
147,13850_29_30,19,114
148,10110_20_29,100,405
148,10110_21,110,68016
148,10110_22,163,19
148,10110_6_10_12_17_18_19,31,9
148,10120_17_18_21,51,10
148,10451_10_19,19,32769
148,10451_20,20,1153
148,10454_20,77,4976
148,10460_10_19_20,184,19526
148,10460_21,199,739148
148,10470_10_19,80,417
148,10472_10_19,315,22
148,10490_16_22,216,755
148,10490_19_20_21_23_28_29,385,4053
148,10510_15_16_17_22_23_24_25,11,3
148,10530_10_19,13,246
148,10540_20,14,33
148,10540_22,13,12
148,10550_10_19,137,26488
148,10550_21_22,333,1057162
148,10560_10_19,181,3588
148,10560_21_22,291,613822
148,10610_20_29,54,13
148,10700_21,566,1996
148,10800_10_19,80,27
148,10801_21_22_28,72,1
148,10802_21_22_28,98,40
148,10850_20,30,32
148,11060_10_19,82,2280
148,11060_20_21_29,79,233
148,11170_20,14,44
148,11250_1_7_8_9_10_19,59,947
148,11260_1_7_8_9_10_19,31,1222
148,11260_20_29_33,50,77
148,11260_21,50,50971
148,11260_22,86,12974
148,11390_10_19,17,3987
148,11390_20,20,2760
148,11390_21,32,15988
148,11400_10_19,146,1
148,11400_21,206,822
148,11410_20,12,79
148,11440_21_22,515,6422
148,11450_21,40,21394
148,11450_9_10_19,32,1513
148,11590_10_19,50,1853
148,11590_20,53,485
148,11590_21,180,17865
148,11590_22,61,943
148,11600_10_19,80,2462
148,11600_20_29,151,4
148,11600_21,299,11463
148,11610_21,401,5456
148,11610_9_10_19,386,1439
148,11620_20,57,5
148,11660_21,40,846007
148,11660_22,32,5
148,11660_9_10_19,27,29348
148,11662_19,18,73
148,11670_10_19,295,129
148,11670_21,204,4440
148,13850_20,19,17
149,10110_20_29,100,24931
149,10110_21,110,59663
149,10110_22,163,4955
149,10460_21,199,108042
149,10480_29,29,13097
149,10490_16_22,216,3454
149,10490_19_20_21_23_28_29,385,38004
149,10500_22,169,1575
149,10510_15_16_17_22_23_24_25,11,71
149,10510_29,11,503
149,10540_22,13,521
149,10540_29,18,470861
149,10550_21_22,333,299847
149,10550_29,113,605120
149,10560_21_22,291,11355
149,10560_29,263,7571
149,10570_29,333,4782
149,10610_20_29,54,94146
149,10620_10_19_21_29_31,69,28394
149,10620_22_28,58,88
149,10660_29,440,28
149,10720_22_29,331,207
149,10801_21_22_28,72,3916
149,10802_21_22_28,98,14336
149,10850_29_30,15,27
149,10860_29,106,256680
149,10861_22,89,1
149,11060_20_21_29,79,204
149,11150_21_22,64,5
149,11170_29,15,9594
149,11250_20_29_30_31_33,92,68027
149,11260_20_29_33,50,1042082
149,11260_21,50,267506
149,11260_22,86,81784
149,11270_21,217,39
149,11390_29,35,99898
149,11400_21,206,231
149,11400_29,79,24745
149,11410_29_30,13,226763
149,11440_21_22,515,190
149,11450_21,40,702
149,11450_29,84,38
149,11480_20_29_30,22,3
149,11490_29,21,43
149,11530_20_22_29_30,207,390
149,11590_21,180,11
149,11590_22,61,9558
149,11590_29,54,91298
149,11600_20_29,151,38600
149,11600_21,299,12306
149,11610_21,401,5998
149,11620_29_30,51,7058
149,11660_21,40,366890
149,11660_22,32,1175
149,11660_29,18,1116666
149,11670_21,204,14280
149,11791_29_30,18,22520
149,11792_29_30,15,24059
149,13850_29_30,19,9648
150,10110_21,110,378056
150,10120_17_18_21,51,190
150,10450_21,38,17
150,10460_21,199,901
150,10490_19_20_21_23_28_29,385,3291
150,10520_21,33,5
150,10550_21_22,333,193960
150,10560_21_22,291,292645
150,10620_10_19_21_29_31,69,39
150,10801_21_22_28,72,9000
150,10802_21_22_28,98,17
150,10860_13_16_17_18_21_23,22,52
150,11060_20_21_29,79,1022
150,11150_21_22,64,23
150,11240_10_12_17_18_19_21,201,14745
150,11260_21,50,1220102
150,11270_21,217,345
150,11390_21,32,294
150,11400_21,206,8
150,11440_21_22,515,196
150,11450_21,40,4099
150,11530_6_10_12_13_17_18_19_21,1024,3
150,11590_21,180,265818
150,11600_21,299,340437
150,11610_21,401,49764
150,11660_21,40,152544
150,11670_21,204,5255
151,10110_21,110,1580142
151,10110_22,163,202
151,10110_6_10_12_17_18_19,31,441
151,10120_17_18_21,51,2807
151,10190_6_7_9_12_16_17_18_19,440,333
151,10450_21,38,15
151,10460_21,199,5357
151,10490_16_22,216,219
151,10490_19_20_21_23_28_29,385,3868
151,10500_18,122,2
151,10500_22,169,2
151,10510_18_21,11,135
151,10520_18,33,10
151,10520_21,33,605
151,10540_22,13,100
151,10550_21_22,333,529713
151,10560_21_22,291,1009313
151,10570_18,142,2
151,10610_18,28,5
151,10620_10_19_21_29_31,69,4804
151,10620_6_12_17_18,69,391
151,10790_6_9_10_12_16_17_18,84,68
151,10801_21_22_28,72,1001
151,10802_21_22_28,98,4058
151,10804_6_12_15_16_17_18_23_24_25,120,9
151,10860_13_16_17_18_21_23,22,37
151,11060_18,44,1589
151,11060_20_21_29,79,340
151,11060_22,67,269
151,11150_21_22,64,68
151,11240_10_12_17_18_19_21,201,33
151,11250_6_12_13_15_16_17_18_23_24_25_28,117,358
